batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns,demo_white,demo_age_median
5,4,A2GOYSTIL3LOV1,0,1370,1370,1370,0,0,0,NA,NA,0,0,600,600,0,0,0,1370,0,0,0,600,0,0,0,7494,700,500,0,8094,700,500,0,900,1500,300,NA,NA,NA,1000,0,0,0,800,0,200,0,0,0,1000,0,"At first, I wanted to add a little bit to any account that returned 15% or higher. I also liked keeping money in one of my locked savings account, because it felt safer for some reason. After the first couple of days, however, it seemed better to put any extra money into the account with the 20% return because that account would generate the most money.",Not at all important,Slightly important,Extremely important,"Next time, I would put any available money in the account with the 20% return as soon as possible to maximize my payoff.",0,46,California,White,College graduate with Bachelor's Degree (4 year),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,7494,700,500,0,NA,NA,NA,NA,8094,700,500,0,NA,NA,NA,NA,9294,1764,11058,22.12,4.48,anaheim12704,NA,NA,1096,1,0,0,0,NA,NA,NA,NA,NA,3,1,2,1370,1,1,1,0.80000001,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,5594,0,500,0,0,0,900,1500,6094,0.91795206,0,0.082047917,0,1,1764,1,1
5,1,A2I6ZALE49CVSC,0,500,1500,500,100,800,100,NA,NA,0,1000,466,200,33,200,33,500,100,800,100,200,33,200,33,1600,800,800,100,1800,833,1000,133,0,1000,350,0.6,350,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put the most points in the higher percentage savings account. But also wanted to having my points spread around.,Very important,Very important,Very important,Have points spread across different accounts. Put more points in the higher savings percentage account.,1,29,Illinois,White,Some college,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,3,2,1,0,5,12,900,500,1,0.33333334,NA,1600,800,800,100,NA,NA,1700,1600,1800,833,1000,133,NA,NA,1900,1633,NA,NA,NA,NA,NA,glendale69002,NA,NA,1094,1,0,900,500,NA,NA,none,900,1500,NA,NA,NA,1500,0.33333334,0.42918456,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2700,336,1900,260,0,0,400,1442,5196,0.51963049,0.064665124,0.36566588,0.05003849,1,760,1,0
5,2,A2I6ZALE49CVSC,0,760,1160,700,100,300,60,NA,NA,0,400,100,100,0,0,0,700,100,300,60,100,0,0,0,2500,933,1300,193,2600,933,1300,193,0,1400,500,1,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put the most points in the higher percentage savings account. But also wanted to having my points spread around.,Very important,Very important,Very important,Have points spread across different accounts. Put more points in the higher savings percentage account.,1,29,Illinois,White,Some college,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,2,1,1,0,5,12,900,100,1,0.06666667,NA,2500,933,1300,193,NA,NA,NA,NA,2600,933,1300,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,glendale69002,NA,NA,789,1,0,900,100,NA,NA,NA,NA,NA,NA,NA,NA,1160,0.60344827,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,336,1900,260,0,0,400,1442,5196,0.51963049,0.064665124,0.36566588,0.05003849,1,958,1,0
5,3,A2I6ZALE49CVSC,0,958,1000,500,100,300,100,NA,NA,0,42,100,100,0,0,0,500,100,300,100,100,0,0,0,3100,1033,1600,293,3200,1033,1600,293,0,1442,300,0.6,350,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put the most points in the higher percentage savings account. But also wanted to having my points spread around.,Very important,Very important,Very important,Have points spread across different accounts. Put more points in the higher savings percentage account.,1,29,Illinois,White,Some college,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,3,2,1,0,5,12,900,58,1,0.038666666,NA,3100,1033,1600,293,NA,NA,NA,NA,3200,1033,1600,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,glendale69002,NA,NA,679,1,0,900,58,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.5,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,336,1900,260,0,0,400,1442,5196,0.51963049,0.064665124,0.36566588,0.05003849,1,1136,1,0
5,4,A2I6ZALE49CVSC,0,1136,1536,1000,36,500,0,NA,NA,400,0,600,300,0,300,0,1000,36,500,0,300,0,300,0,4200,1069,2100,293,4500,1069,2400,293,400,1442,300,NA,NA,NA,1000,0,0,0,0,400,600,0,700,300,0,0,I wanted to put the most points in the higher percentage savings account. But also wanted to having my points spread around.,Very important,Very important,Very important,Have points spread across different accounts. Put more points in the higher savings percentage account.,1,29,Illinois,White,Some college,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,5,12,500,58,0.55555558,0.038666666,NA,4200,1069,2100,293,NA,NA,NA,NA,4500,1069,2400,293,NA,NA,NA,NA,8820,1459,10279,20.56,4.24,glendale69002,NA,NA,743,1,0,500,58,NA,NA,NA,NA,NA,3,2,1,1536,0.65104169,0.5,1,0,0.69999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2700,336,1900,260,0,0,400,1442,5196,0.51963049,0.064665124,0.36566588,0.05003849,1,1459,1,0
4,1,A2IGPW784OFV3D,0,500,2900,2600,100,100,100,NA,NA,900,1500,339,339,0,0,0,2600,100,100,100,339,0,0,0,3700,800,100,100,4039,800,100,100,900,1500,250,0.5,210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put my money in the account earning the highest interest.,Not at all important,Slightly important,Extremely important,I would keep my same strategy just got unlucky on the 50/50 gambles,1,31,Pennsylvania,White,High school or equivalent,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,3,0,0,0,0,NA,3700,800,100,100,NA,NA,1000,1600,4039,800,100,100,NA,NA,1000,1600,NA,NA,NA,NA,NA,tucson38166,NA,NA,1173,1,0,0,0,NA,NA,no,900,1500,NA,NA,NA,2900,0.89655173,1,NA,NA,NA,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,6568,100,100,100,0,0,900,1500,6868,0.95631915,0.014560279,0.014560279,0.014560279,1,908,1,0
4,2,A2IGPW784OFV3D,0,908,908,908,0,0,0,NA,NA,0,0,100,100,0,0,0,908,0,0,0,100,0,0,0,4947,800,100,100,5047,800,100,100,900,1500,250,0.5,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put my money in the account earning the highest interest.,Not at all important,Slightly important,Extremely important,I would keep my same strategy just got unlucky on the 50/50 gambles,1,31,Pennsylvania,White,High school or equivalent,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,3,0,0,0,0,NA,4947,800,100,100,NA,NA,NA,NA,5047,800,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,tucson38166,NA,NA,828,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,908,1,1,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,6568,100,100,100,0,0,900,1500,6868,0.95631915,0.014560279,0.014560279,0.014560279,1,1109,1,0
4,3,A2IGPW784OFV3D,0,1609,1609,1609,0,0,0,NA,NA,0,0,100,100,0,0,0,1609,0,0,0,100,0,0,0,6656,800,100,100,6756,800,100,100,900,1500,250,0.5,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to put my money in the account earning the highest interest.,Not at all important,Slightly important,Extremely important,I would keep my same strategy just got unlucky on the 50/50 gambles,1,31,Pennsylvania,White,High school or equivalent,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0,3,0,0,0,0,NA,6656,800,100,100,NA,NA,NA,NA,6756,800,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,tucson38166,NA,NA,835,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1609,1,1,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,6568,100,100,100,0,0,900,1500,6868,0.95631915,0.014560279,0.014560279,0.014560279,1,1451,1,0
4,4,A2IGPW784OFV3D,0,1451,1451,1451,0,0,0,NA,NA,0,0,100,100,0,0,0,1451,0,0,0,100,0,0,0,8207,800,100,100,8307,800,100,100,900,1500,250,NA,NA,NA,1000,0,0,0,400,0,600,0,0,0,1000,0,I wanted to put my money in the account earning the highest interest.,Not at all important,Slightly important,Extremely important,I would keep my same strategy just got unlucky on the 50/50 gambles,1,31,Pennsylvania,White,High school or equivalent,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,8207,800,100,100,NA,NA,NA,NA,8307,800,100,100,NA,NA,NA,NA,9307,1761,11068,22.14,4.32,tucson38166,NA,NA,883,1,0,0,0,NA,NA,NA,NA,NA,3,2,1,1451,1,1,1,0.40000001,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6568,100,100,100,0,0,900,1500,6868,0.95631915,0.014560279,0.014560279,0.014560279,1,1761,1,0
6,1,A2J8KKPCKD5G33,0,500,1300,300,500,200,300,NA,NA,300,500,481,200,100,100,81,300,500,200,300,200,100,100,81,1400,1200,200,300,1600,1300,300,381,300,500,300,0.449999988,350,0.600000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow instruction and take my decision,Extremely important,Extremely important,Very important,Read all the instruction and share points are very important,1,36,Texas,Black,College graduate with Bachelor's Degree (4 year),1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,4,0,4,0,14,20,600,1000,0.66666669,0.66666669,NA,1400,1200,200,300,NA,NA,1100,1800,1600,1300,300,381,NA,NA,1200,1881,NA,NA,NA,NA,NA,fremont68885,NA,NA,2276,1,0,600,1000,NA,NA,Nothing confusion,900,1500,NA,NA,NA,1300,0.23076923,0.41580042,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2800,760,1200,561,0,0,850,1350,5321,0.52621686,0.1428303,0.22552152,0.10543131,1,654,0,1
6,2,A2J8KKPCKD5G33,0,654,954,400,100,300,154,NA,NA,100,200,448,300,20,80,48,400,100,300,154,300,20,80,48,2000,1400,600,535,2300,1420,680,583,400,700,240,1,100,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow instruction and take my decision,Extremely important,Extremely important,Very important,Read all the instruction and share points are very important,1,36,Texas,Black,College graduate with Bachelor's Degree (4 year),1,0,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,5,1,4,0,14,20,500,800,0.55555558,0.53333336,NA,2000,1400,600,535,NA,NA,NA,NA,2300,1420,680,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,fremont68885,NA,NA,3824,1,0,500,800,NA,NA,NA,NA,NA,NA,NA,NA,954,0.4192872,0.66964287,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,760,1200,561,0,0,850,1350,5321,0.52621686,0.1428303,0.22552152,0.10543131,1,848,0,1
6,3,A2J8KKPCKD5G33,0,848,1198,600,100,400,98,NA,NA,200,150,600,500,10,80,10,600,100,400,98,500,10,80,10,2900,1520,1080,681,3400,1530,1160,691,600,850,100,0.850000024,200,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow instruction and take my decision,Extremely important,Extremely important,Very important,Read all the instruction and share points are very important,1,36,Texas,Black,College graduate with Bachelor's Degree (4 year),1,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,NA,5,2,3,0,14,20,300,650,0.33333334,0.43333334,NA,2900,1520,1080,681,NA,NA,NA,NA,3400,1530,1160,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,fremont68885,NA,NA,2883,1,0,300,650,NA,NA,NA,NA,NA,NA,NA,NA,1198,0.5008347,0.83333331,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,760,1200,561,0,0,850,1350,5321,0.52621686,0.1428303,0.22552152,0.10543131,1,1119,0,1
6,4,A2J8KKPCKD5G33,0,1119,1869,1500,60,300,9,NA,NA,250,500,523,400,20,100,3,1500,60,300,9,400,20,100,3,4900,1590,1460,700,5300,1610,1560,703,850,1350,400,NA,NA,NA,800,50,140,10,850,25,100,25,750,50,150,50,I follow instruction and take my decision,Extremely important,Extremely important,Very important,Read all the instruction and share points are very important,1,36,Texas,Black,College graduate with Bachelor's Degree (4 year),1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,5,0,3,2,14,20,50,150,0.055555556,0.1,NA,4900,1590,1460,700,NA,NA,NA,NA,5300,1610,1560,703,NA,NA,NA,NA,9373,1505,10878,21.76000023,4.179999828,fremont68885,NA,NA,4218,1,0,50,150,NA,NA,NA,NA,NA,1,3,2,1869,0.8025682,0.76481837,0.80000001,0.85000002,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2800,760,1200,561,0,0,850,1350,5321,0.52621686,0.1428303,0.22552152,0.10543131,1,1505,0,1
5,1,A2VA0NCPWJ8XZG,0,500,2900,100,500,1200,1100,NA,NA,900,1500,567,145,145,145,132,100,500,1200,1100,145,145,145,132,1200,1200,1200,1100,1345,1345,1345,1232,900,1500,250,1,433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Initially, I was afraid that the accounts would change interest percentages over time, so I spread out my money evenly to reduce risk in case it did. When I realized that the rates were not going to change, I put everything into the account with the highest interest rate. I also shifted all money out of the locked accounts, again in case the rates would change.",Moderately important,Moderately important,Extremely important,Put everything into the high-interest account from the start.,1,36,Arkansas,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,1,4,0,0,0,0,NA,1200,1200,1200,1100,NA,NA,2100,2600,1345,1345,1345,1232,NA,NA,2245,2732,NA,NA,NA,NA,NA,riverside42357,NA,NA,963,1,0,0,0,NA,NA,"No, it was pretty clear to me.",900,1500,NA,NA,NA,2900,0.034482758,0.25573191,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,3691,500,1200,1100,0,0,900,1500,6491,0.5686335,0.077029735,0.18487136,0.16946541,1,667,1,1
5,2,A2VA0NCPWJ8XZG,0,667,667,667,0,0,0,NA,NA,0,0,100,100,0,0,0,667,0,0,0,100,0,0,0,2012,1345,1345,1232,2112,1345,1345,1232,900,1500,250,0.5,420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Initially, I was afraid that the accounts would change interest percentages over time, so I spread out my money evenly to reduce risk in case it did. When I realized that the rates were not going to change, I put everything into the account with the highest interest rate. I also shifted all money out of the locked accounts, again in case the rates would change.",Moderately important,Moderately important,Extremely important,Put everything into the high-interest account from the start.,1,36,Arkansas,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,4,0,0,0,0,NA,2012,1345,1345,1232,NA,NA,NA,NA,2112,1345,1345,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,riverside42357,NA,NA,689,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,667,1,1,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,3691,500,1200,1100,0,0,900,1500,6491,0.5686335,0.077029735,0.18487136,0.16946541,1,820,1,1
5,3,A2VA0NCPWJ8XZG,0,1320,1320,1320,0,0,0,NA,NA,0,0,100,100,0,0,0,1320,0,0,0,100,0,0,0,3432,1345,1345,1232,3532,1345,1345,1232,900,1500,250,0.5,420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Initially, I was afraid that the accounts would change interest percentages over time, so I spread out my money evenly to reduce risk in case it did. When I realized that the rates were not going to change, I put everything into the account with the highest interest rate. I also shifted all money out of the locked accounts, again in case the rates would change.",Moderately important,Moderately important,Extremely important,Put everything into the high-interest account from the start.,1,36,Arkansas,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,4,0,0,0,0,NA,3432,1345,1345,1232,NA,NA,NA,NA,3532,1345,1345,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,riverside42357,NA,NA,859,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1320,1,1,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,3691,500,1200,1100,0,0,900,1500,6491,0.5686335,0.077029735,0.18487136,0.16946541,1,1104,1,1
5,4,A2VA0NCPWJ8XZG,0,1604,1604,1604,0,0,0,NA,NA,0,0,100,100,0,0,0,1604,0,0,0,100,0,0,0,5136,1345,1345,1232,5236,1345,1345,1232,900,1500,251,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,"Initially, I was afraid that the accounts would change interest percentages over time, so I spread out my money evenly to reduce risk in case it did. When I realized that the rates were not going to change, I put everything into the account with the highest interest rate. I also shifted all money out of the locked accounts, again in case the rates would change.",Moderately important,Moderately important,Extremely important,Put everything into the high-interest account from the start.,1,36,Arkansas,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,NA,5136,1345,1345,1232,NA,NA,NA,NA,5236,1345,1345,1232,NA,NA,NA,NA,9158,1445,10603,21.21,4.58,riverside42357,NA,NA,760,1,0,0,0,NA,NA,NA,NA,NA,2,3,1,1604,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3691,500,1200,1100,0,0,900,1500,6491,0.5686335,0.077029735,0.18487136,0.16946541,1,1445,1,1
8,1,A2VLVB9EI1D9B,0,500,511,200,100,100,111,NA,NA,5,6,100,30,20,20,30,200,100,100,111,30,20,20,30,1300,800,100,111,1330,820,120,141,5,6,498,1,498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think is survey is same of the moment,Very important,Extremely important,Very important,Only one point,1,30,Michigan,Black,Master's Degree (MS),1,1,1,2,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,NA,NA,11,2,9,0,35,41,895,1494,0.99444443,0.99599999,NA,1300,800,100,111,NA,NA,1000,1611,1330,820,120,141,NA,NA,1020,1641,NA,NA,NA,NA,NA,sacramento25823,NA,NA,1524,1,0,895,1494,NA,NA,no,900,1500,NA,NA,NA,511,0.39138943,0.30000001,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,777,800,700,988,0,0,20,24,3265,0.23797856,0.24502297,0.21439511,0.30260336,1,582,0,0
8,2,A2VLVB9EI1D9B,0,1082,1093,200,300,200,393,NA,NA,5,6,600,100,200,100,200,200,300,200,393,100,200,100,200,1530,1120,320,534,1630,1320,420,734,10,12,499,1,499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think is survey is same of the moment,Very important,Extremely important,Very important,Only one point,1,30,Michigan,Black,Master's Degree (MS),1,1,1,2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,NA,NA,10,1,9,0,35,41,890,1488,0.98888886,0.99199998,NA,1530,1120,320,534,NA,NA,NA,NA,1630,1320,420,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,sacramento25823,NA,NA,1453,1,0,890,1488,NA,NA,NA,NA,NA,NA,NA,NA,1093,0.18298262,0.16666667,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,777,800,700,988,0,0,20,24,3265,0.23797856,0.24502297,0.21439511,0.30260336,1,766,0,0
8,3,A2VLVB9EI1D9B,0,766,777,177,200,200,200,NA,NA,5,6,100,30,20,30,20,177,200,200,200,30,20,30,20,1807,1520,620,934,1837,1540,650,954,15,18,499,0.99000001,498,0.980000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think is survey is same of the moment,Very important,Extremely important,Very important,Only one point,1,30,Michigan,Black,Master's Degree (MS),1,1,1,2,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,NA,NA,10,1,9,0,35,41,885,1482,0.98333335,0.98799998,NA,1807,1520,620,934,NA,NA,NA,NA,1837,1540,650,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,sacramento25823,NA,NA,1236,1,0,885,1482,NA,NA,NA,NA,NA,NA,NA,NA,777,0.22779922,0.30000001,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,777,800,700,988,0,0,20,24,3265,0.23797856,0.24502297,0.21439511,0.30260336,1,873,0,0
8,4,A2VLVB9EI1D9B,0,873,884,200,200,200,284,NA,NA,5,6,600,100,200,100,200,200,200,200,284,100,200,100,200,2037,1740,850,1238,2137,1940,950,1438,20,24,498,NA,NA,NA,300,200,300,200,300,200,200,300,200,300,200,300,I think is survey is same of the moment,Very important,Extremely important,Very important,Only one point,1,30,Michigan,Black,Master's Degree (MS),1,1,1,2,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,10,2,8,0,35,41,880,1476,0.97777778,0.98400003,NA,2037,1740,850,1238,NA,NA,NA,NA,2137,1940,950,1438,NA,NA,NA,NA,8821,1042,9863,19.72999954,4.409999847,sacramento25823,NA,NA,1227,1,0,880,1476,NA,NA,NA,NA,NA,1,2,3,884,0.22624435,0.16666667,0.30000001,0.30000001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,777,800,700,988,0,0,20,24,3265,0.23797856,0.24502297,0.21439511,0.30260336,1,1042,0,0
