batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns,demo_white,demo_age_median
8,2,A2GWT0EDXOLQ0I,1,655,3030,1400,500,900,230,885,1490,NA,NA,100,40,15,25,20,1400,500,900,230,40,15,25,20,2880,1390,2150,1930,2920,1405,2175,1950,900,1495,500,1,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very good survey,Extremely important,Extremely important,Extremely important,This survey is very usefull,1,34,Washington,Black,Master's Degree (MS),1,0,1,5,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,NA,NA,6,1,5,0,23,29,0,5,0,0.003333333,NA,NA,NA,NA,NA,2880,1390,2150,1930,NA,NA,NA,NA,2920,1405,2175,1950,NA,NA,NA,NA,NA,antioch56304,NA,NA,1060,0,1,NA,NA,-900,-1495,NA,NA,NA,NA,NA,NA,3030,0.46204621,0.40000001,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2530,1190,1683,824,900,1500,0,0,6227,0.40629518,0.19110326,0.27027461,0.13232696,1,939,0,1
8,3,A2GWT0EDXOLQ0I,1,1439,1444,500,300,400,244,0,5,NA,NA,600,250,100,200,50,500,300,400,244,250,100,200,50,3420,1705,2575,2194,3670,1805,2775,2244,900,1500,499,1,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very good survey,Extremely important,Extremely important,Extremely important,This survey is very usefull,1,34,Washington,Black,Master's Degree (MS),1,0,1,5,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,NA,NA,8,2,6,0,23,29,0,0,0,0,NA,NA,NA,NA,NA,3420,1705,2575,2194,NA,NA,NA,NA,3670,1805,2775,2244,NA,NA,NA,NA,NA,antioch56304,NA,NA,1373,0,1,NA,NA,-900,-1500,NA,NA,NA,NA,NA,NA,1444,0.3462604,0.41666666,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2530,1190,1683,824,900,1500,0,0,6227,0.40629518,0.19110326,0.27027461,0.13232696,1,1233,0,1
8,4,A2GWT0EDXOLQ0I,1,1233,1233,500,300,233,200,0,0,NA,NA,600,250,125,150,75,500,300,233,200,250,125,150,75,4170,2105,3008,2444,4420,2230,3158,2519,900,1500,490,NA,NA,NA,400,200,300,100,400,200,300,100,400,200,300,100,very good survey,Extremely important,Extremely important,Extremely important,This survey is very usefull,1,34,Washington,Black,Master's Degree (MS),1,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,7,0,6,1,23,29,0,0,0,0,NA,NA,NA,NA,NA,4170,2105,3008,2444,NA,NA,NA,NA,4420,2230,3158,2519,9927,1497,11424,22.85000038,4.110000134,antioch56304,NA,NA,1403,0,1,NA,NA,-900,-1500,NA,NA,NA,3,2,1,1233,0.40551502,0.41666666,0.40000001,0.40000001,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2530,1190,1683,824,900,1500,0,0,6227,0.40629518,0.19110326,0.27027461,0.13232696,1,1497,0,1
5,1,A2IC4IMH7G9UKU,1,500,1300,1000,0,300,0,0,800,NA,NA,100,100,0,0,0,1000,0,300,0,100,0,0,0,2100,700,1200,1500,2200,700,1200,1500,0,800,250,0.75,500,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My decisions were based on putting as much as I could in the highest yield savings account. I borrowed from the -5% debt account to put in the +20% savings account, I though that we equal out to +15%. I do have OCD so I did put money in accounts that only gave me +10% and +15% to help round those numbers us.",Very important,Extremely important,Extremely important,"I would probably use as much debt as I can, as long as there is an account that pays more. I didn't use the -15% debt, I was worried about not being able to transfer that into the +20% savings.",1,32,Missouri,White,College graduate with Bachelor's Degree (4 year),1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,2,0,2,0,3,3,900,700,1,0.46666667,NA,NA,NA,NA,NA,2100,700,1200,1500,NA,NA,NA,NA,2200,700,1200,1500,NA,NA,NA,NA,NA,atlanta51898,NA,NA,916,0,1,NA,NA,0,-800,"No, it was all clear and easy to understand.",900,1500,NA,NA,NA,1300,0.76923078,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4674,300,994,0,0,1500,0,0,5968,0.78317696,0.050268095,0.16655496,0,1,725,1,0
5,2,A2IC4IMH7G9UKU,1,1225,1225,800,0,425,0,0,0,NA,NA,100,100,0,0,0,800,0,425,0,100,0,0,0,3000,700,1625,1500,3100,700,1625,1500,0,800,225,0.65,500,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My decisions were based on putting as much as I could in the highest yield savings account. I borrowed from the -5% debt account to put in the +20% savings account, I though that we equal out to +15%. I do have OCD so I did put money in accounts that only gave me +10% and +15% to help round those numbers us.",Very important,Extremely important,Extremely important,"I would probably use as much debt as I can, as long as there is an account that pays more. I didn't use the -15% debt, I was worried about not being able to transfer that into the +20% savings.",1,32,Missouri,White,College graduate with Bachelor's Degree (4 year),1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,3,3,900,700,1,0.46666667,NA,NA,NA,NA,NA,3000,700,1625,1500,NA,NA,NA,NA,3100,700,1625,1500,NA,NA,NA,NA,NA,atlanta51898,NA,NA,1222,0,1,NA,NA,0,-800,NA,NA,NA,NA,NA,NA,1225,0.65306121,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4674,300,994,0,0,1500,0,0,5968,0.78317696,0.050268095,0.16655496,0,1,969,1,0
5,3,A2IC4IMH7G9UKU,1,969,1669,1400,0,269,0,0,700,NA,NA,100,100,0,0,0,1400,0,269,0,100,0,0,0,4500,700,1894,1500,4600,700,1894,1500,0,1500,260,0.45,500,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"My decisions were based on putting as much as I could in the highest yield savings account. I borrowed from the -5% debt account to put in the +20% savings account, I though that we equal out to +15%. I do have OCD so I did put money in accounts that only gave me +10% and +15% to help round those numbers us.",Very important,Extremely important,Extremely important,"I would probably use as much debt as I can, as long as there is an account that pays more. I didn't use the -15% debt, I was worried about not being able to transfer that into the +20% savings.",1,32,Missouri,White,College graduate with Bachelor's Degree (4 year),1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3,3,900,0,1,0,NA,NA,NA,NA,NA,4500,700,1894,1500,NA,NA,NA,NA,4600,700,1894,1500,NA,NA,NA,NA,NA,atlanta51898,NA,NA,1538,0,1,NA,NA,0,-1500,NA,NA,NA,NA,NA,NA,1669,0.83882564,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4674,300,994,0,0,1500,0,0,5968,0.78317696,0.050268095,0.16655496,0,1,1274,1,0
5,4,A2IC4IMH7G9UKU,1,1774,1774,1474,300,0,0,0,0,NA,NA,281,0,0,281,0,1474,300,0,0,0,0,281,0,6074,1000,1894,1500,6074,1000,2175,1500,0,1500,150,NA,NA,NA,1000,0,0,0,400,0,600,0,300,0,700,0,"My decisions were based on putting as much as I could in the highest yield savings account. I borrowed from the -5% debt account to put in the +20% savings account, I though that we equal out to +15%. I do have OCD so I did put money in accounts that only gave me +10% and +15% to help round those numbers us.",Very important,Extremely important,Extremely important,"I would probably use as much debt as I can, as long as there is an account that pays more. I didn't use the -15% debt, I was worried about not being able to transfer that into the +20% savings.",1,32,Missouri,White,College graduate with Bachelor's Degree (4 year),1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,900,0,1,0,NA,NA,NA,NA,NA,6074,1000,1894,1500,NA,NA,NA,NA,6074,1000,2175,1500,9249,1641,10890,21.78,4.21,atlanta51898,NA,NA,955,0,1,NA,NA,0,-1500,NA,NA,NA,1,3,2,1774,0.83089066,0,1,0.40000001,0.30000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4674,300,994,0,0,1500,0,0,5968,0.78317696,0.050268095,0.16655496,0,1,1641,1,0
5,1,A2LAWUYEMWODHH,1,500,1300,800,100,300,100,0,800,NA,NA,302,100,52,100,50,800,100,300,100,100,52,100,50,1900,800,1200,1600,2000,852,1300,1650,0,800,200,0.75,300,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to balance the accounts with money and take into consideration the interest rates,Moderately important,Extremely important,Very important,Put the most money where there are higher interest rates.,0,33,Michigan,Multiple,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,0,1,0,1,1,900,700,1,0.46666667,NA,NA,NA,NA,NA,1900,800,1200,1600,NA,NA,NA,NA,2000,852,1300,1650,NA,NA,NA,NA,NA,losangeles56827,NA,NA,5521,0,1,NA,NA,0,-800,No,900,1500,NA,NA,NA,1300,0.61538464,0.33112583,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1600,923,1100,807,0,800,0,0,4430,0.36117381,0.20835215,0.248307,0.18216704,1,723,0,0
5,2,A2LAWUYEMWODHH,1,723,723,200,123,200,200,0,0,NA,NA,600,200,100,100,200,200,123,200,200,200,100,100,200,2200,975,1500,1850,2400,1075,1600,2050,0,800,300,0.75,250,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to balance the accounts with money and take into consideration the interest rates,Moderately important,Extremely important,Very important,Put the most money where there are higher interest rates.,0,33,Michigan,Multiple,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,900,700,1,0.46666667,NA,NA,NA,NA,NA,2200,975,1500,1850,NA,NA,NA,NA,2400,1075,1600,2050,NA,NA,NA,NA,NA,losangeles56827,NA,NA,1223,0,1,NA,NA,0,-800,NA,NA,NA,NA,NA,NA,723,0.27662519,0.33333334,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600,923,1100,807,0,800,0,0,4430,0.36117381,0.20835215,0.248307,0.18216704,1,890,0,0
5,3,A2LAWUYEMWODHH,1,890,890,200,200,300,190,0,0,NA,NA,100,0,50,50,0,200,200,300,190,0,50,50,0,2600,1275,1900,2240,2600,1325,1950,2240,0,800,350,0.75,300,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to balance the accounts with money and take into consideration the interest rates,Moderately important,Extremely important,Very important,Put the most money where there are higher interest rates.,0,33,Michigan,Multiple,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,900,700,1,0.46666667,NA,NA,NA,NA,NA,2600,1275,1900,2240,NA,NA,NA,NA,2600,1325,1950,2240,NA,NA,NA,NA,NA,losangeles56827,NA,NA,1303,0,1,NA,NA,0,-800,NA,NA,NA,NA,NA,NA,890,0.22471911,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600,923,1100,807,0,800,0,0,4430,0.36117381,0.20835215,0.248307,0.18216704,1,1017,0,0
5,4,A2LAWUYEMWODHH,1,1517,1517,400,500,300,317,0,0,NA,NA,575,100,250,125,100,400,500,300,317,100,250,125,100,3000,1825,2250,2557,3100,2075,2375,2657,0,800,325,NA,NA,NA,300,200,300,200,500,200,300,0,300,0,700,0,I tried to balance the accounts with money and take into consideration the interest rates,Moderately important,Extremely important,Very important,Put the most money where there are higher interest rates.,0,33,Michigan,Multiple,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,900,700,1,0.46666667,NA,NA,NA,NA,NA,3000,1825,2250,2557,NA,NA,NA,NA,3100,2075,2375,2657,9407,1277,10684,21.37,4.31,losangeles56827,NA,NA,1166,0,1,NA,NA,0,-800,NA,NA,NA,2,1,3,1517,0.26367831,0.17391305,0.30000001,0.5,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600,923,1100,807,0,800,0,0,4430,0.36117381,0.20835215,0.248307,0.18216704,1,1277,0,0
4,1,A2NBVTY6FLBEAF,1,500,1100,800,0,300,0,300,300,NA,NA,100,100,0,0,0,800,0,300,0,100,0,0,0,1900,700,1200,1500,2000,700,1200,1500,300,300,300,0.6,300,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to take a risk on borrowing form the debt account with minimal percentage and place as much of my points into the highest percentages of sales.,Moderately important,Extremely important,Extremely important,I would borrow as much as I can from the debt account with the smallest percentage and place as many points into the highest percentage accounts.,1,36,South Carolina,Asian,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,5,7,600,1200,0.66666669,0.80000001,NA,NA,NA,NA,NA,1900,700,1200,1500,NA,NA,NA,NA,2000,700,1200,1500,NA,NA,NA,NA,NA,santaclara12854,NA,NA,1109,0,1,NA,NA,-300,-300,None. Thank you,900,1500,NA,NA,NA,1100,0.72727275,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5000,0,931,0,300,1500,0,0,5931,0.84302813,0,0.15697184,0,1,665,0,1
4,2,A2NBVTY6FLBEAF,1,1165,2365,2000,0,365,0,0,1200,NA,NA,100,100,0,0,0,2000,0,365,0,100,0,0,0,4000,700,1565,1500,4100,700,1565,1500,300,1500,300,0.6,300,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to take a risk on borrowing form the debt account with minimal percentage and place as much of my points into the highest percentages of sales.,Moderately important,Extremely important,Extremely important,I would borrow as much as I can from the debt account with the smallest percentage and place as many points into the highest percentage accounts.,1,36,South Carolina,Asian,College graduate with Associate's Degree (2 year),1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,2,1,1,0,5,7,600,0,0.66666669,0,NA,NA,NA,NA,NA,4000,700,1565,1500,NA,NA,NA,NA,4100,700,1565,1500,NA,NA,NA,NA,NA,santaclara12854,NA,NA,1112,0,1,NA,NA,-300,-1500,NA,NA,NA,NA,NA,NA,2365,0.84566599,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000,0,931,0,300,1500,0,0,5931,0.84302813,0,0.15697184,0,1,1080,0,1
4,3,A2NBVTY6FLBEAF,1,1080,1080,1000,0,80,0,0,0,NA,NA,492,400,0,92,0,1000,0,80,0,400,0,92,0,5100,700,1645,1500,5500,700,1737,1500,300,1500,300,0.6,300,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to take a risk on borrowing form the debt account with minimal percentage and place as much of my points into the highest percentages of sales.,Moderately important,Extremely important,Extremely important,I would borrow as much as I can from the debt account with the smallest percentage and place as many points into the highest percentage accounts.,1,36,South Carolina,Asian,College graduate with Associate's Degree (2 year),1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,2,1,1,0,5,7,600,0,0.66666669,0,NA,NA,NA,NA,NA,5100,700,1645,1500,NA,NA,NA,NA,5500,700,1737,1500,NA,NA,NA,NA,NA,santaclara12854,NA,NA,708,0,1,NA,NA,-300,-1500,NA,NA,NA,NA,NA,NA,1080,0.92592591,0.81300813,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000,0,931,0,300,1500,0,0,5931,0.84302813,0,0.15697184,0,1,1386,0,1
4,4,A2NBVTY6FLBEAF,1,1386,1386,1200,0,186,0,0,0,NA,NA,100,100,0,0,0,1200,0,186,0,100,0,0,0,6700,700,1923,1500,6800,700,1923,1500,300,1500,300,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,I tried to take a risk on borrowing form the debt account with minimal percentage and place as much of my points into the highest percentages of sales.,Moderately important,Extremely important,Extremely important,I would borrow as much as I can from the debt account with the smallest percentage and place as many points into the highest percentage accounts.,1,36,South Carolina,Asian,College graduate with Associate's Degree (2 year),1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,5,7,600,0,0.66666669,0,NA,NA,NA,NA,NA,6700,700,1923,1500,NA,NA,NA,NA,6800,700,1923,1500,9123,1673,10796,21.59,4.58,santaclara12854,NA,NA,848,0,1,NA,NA,-300,-1500,NA,NA,NA,3,2,1,1386,0.86580086,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000,0,931,0,300,1500,0,0,5931,0.84302813,0,0.15697184,0,1,1673,0,1
4,1,A2NCWQFEB8XW22,1,500,500,220,70,135,75,0,0,NA,NA,100,25,15,50,10,220,70,135,75,25,15,50,10,1320,770,1035,1575,1345,785,1085,1585,0,0,499,0.99,498,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some difficult but otherwise very easy to finishing the survey.,Extremely important,Very important,Extremely important,There is no strategy I follow. Just follow your destiny.,1,48,California,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,NA,5,1,4,0,14,21,900,1500,1,1,NA,NA,NA,NA,NA,1320,770,1035,1575,NA,NA,NA,NA,1345,785,1085,1585,NA,NA,NA,NA,NA,berkeley68140,NA,NA,2910,0,1,NA,NA,0,0,no,900,1500,NA,NA,NA,500,0.44,0.25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1070,1135,1734,850,1400,0,0,5409,0.27176929,0.19781846,0.20983545,0.32057682,1,590,1,1
4,2,A2NCWQFEB8XW22,1,590,1390,500,250,250,390,300,500,NA,NA,162,50,25,50,37,500,250,250,390,50,25,50,37,1845,1035,1335,1975,1895,1060,1385,2012,300,500,3,0.98,1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some difficult but otherwise very easy to finishing the survey.,Extremely important,Very important,Extremely important,There is no strategy I follow. Just follow your destiny.,1,48,California,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,7,1,6,0,14,21,600,1000,0.66666669,0.66666669,NA,NA,NA,NA,NA,1845,1035,1335,1975,NA,NA,NA,NA,1895,1060,1385,2012,NA,NA,NA,NA,NA,berkeley68140,NA,NA,2105,0,1,NA,NA,-300,-500,NA,NA,NA,NA,NA,NA,1390,0.35971224,0.30864197,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1070,1135,1734,850,1400,0,0,5409,0.27176929,0.19781846,0.20983545,0.32057682,1,723,1,1
4,3,A2NCWQFEB8XW22,1,723,1923,500,500,250,673,500,700,NA,NA,100,25,25,10,40,500,500,250,673,25,25,10,40,2395,1560,1635,2685,2420,1585,1645,2725,800,1200,450,0.3,450,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some difficult but otherwise very easy to finishing the survey.,Extremely important,Very important,Extremely important,There is no strategy I follow. Just follow your destiny.,1,48,California,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,3,3,0,14,21,100,300,0.11111111,0.2,NA,NA,NA,NA,NA,2395,1560,1635,2685,NA,NA,NA,NA,2420,1585,1645,2725,NA,NA,NA,NA,NA,berkeley68140,NA,NA,1342,0,1,NA,NA,-800,-1200,NA,NA,NA,NA,NA,NA,1923,0.26001039,0.25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1070,1135,1734,850,1400,0,0,5409,0.27176929,0.19781846,0.20983545,0.32057682,1,846,1,1
4,4,A2NCWQFEB8XW22,1,1346,1596,250,250,500,596,50,200,NA,NA,600,150,200,150,100,250,250,500,596,150,200,150,100,2670,1835,2145,3321,2820,2035,2295,3421,850,1400,398,NA,NA,NA,350,100,150,400,150,150,200,500,250,250,125,375,Some difficult but otherwise very easy to finishing the survey.,Extremely important,Very important,Extremely important,There is no strategy I follow. Just follow your destiny.,1,48,California,White,College graduate with Bachelor's Degree (4 year),1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,14,21,50,100,0.055555556,0.06666667,NA,NA,NA,NA,NA,2670,1835,2145,3321,NA,NA,NA,NA,2820,2035,2295,3421,8321,1085,9406,18.81,4.06,berkeley68140,NA,NA,1174,0,1,NA,NA,-850,-1400,NA,NA,NA,3,2,1,1596,0.1566416,0.25,0.34999999,0.15000001,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1070,1135,1734,850,1400,0,0,5409,0.27176929,0.19781846,0.20983545,0.32057682,1,1085,1,1
4,1,A2SISDKXH7PVVW,1,500,2000,1100,200,500,200,0,1500,NA,NA,100,0,100,0,0,1100,200,500,200,0,100,0,0,2200,900,1400,1700,2200,1000,1400,1700,0,1500,350,0.5,450,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I focused on putting money into the account with the 20% savings rate to offset the 1500 I borrowed from the debt account at 5%. I only put around 10-15% into the other savings accounts. If I could get the 20% account to a high enough balance, I could make more than the debt amount and the negative savings rate, allowing me to profit off debt.",Very important,Slightly important,Extremely important,I wouldn't have borrowed from the debt account and placed every point into the 20% savings account.,1,34,Ohio,White,College graduate with Associate's Degree (2 year),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,900,0,1,0,NA,NA,NA,NA,NA,2200,900,1400,1700,NA,NA,NA,NA,2200,1000,1400,1700,NA,NA,NA,NA,NA,fairfield46161,NA,NA,2171,0,1,NA,NA,0,-1500,No,900,1500,NA,NA,NA,2000,0.55000001,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3662,475,775,422,0,1500,0,0,5334,0.68653917,0.089051366,0.14529434,0.079115108,0.99999994,760,1,1
